threshold,sensitivity,specificity,precision,npv,f1,accuracy,youden_j
0.01,0.9961685823754789,0.8962962962962963,0.9027777777777778,0.9958847736625515,0.947176684881603,0.9453860640301318,0.8924648786717753
0.014924623115577889,0.9961685823754789,0.9185185185185185,0.9219858156028369,0.9959839357429718,0.9576427255985266,0.9566854990583804,0.9146871008939974
0.01984924623115578,0.9961685823754789,0.9444444444444444,0.9454545454545454,0.99609375,0.9701492537313433,0.9698681732580038,0.9406130268199233
0.024773869346733667,0.9961685823754789,0.9592592592592593,0.959409594095941,0.9961538461538462,0.9774436090225564,0.9774011299435028,0.9554278416347382
0.029698492462311557,0.9961685823754789,0.9703703703703703,0.9701492537313433,0.9961977186311787,0.9829867674858224,0.9830508474576272,0.9665389527458492
0.03462311557788945,0.9961685823754789,0.9740740740740741,0.9737827715355806,0.9962121212121212,0.9848484848484848,0.9849340866290018,0.970242656449553
0.03954773869346734,0.9961685823754789,0.9740740740740741,0.9737827715355806,0.9962121212121212,0.9848484848484848,0.9849340866290018,0.970242656449553
0.04447236180904523,0.9961685823754789,0.9740740740740741,0.9737827715355806,0.9962121212121212,0.9848484848484848,0.9849340866290018,0.970242656449553
0.04939698492462312,0.9961685823754789,0.9740740740740741,0.9737827715355806,0.9962121212121212,0.9848484848484848,0.9849340866290018,0.970242656449553
0.05432160804020101,0.9961685823754789,0.9740740740740741,0.9737827715355806,0.9962121212121212,0.9848484848484848,0.9849340866290018,0.970242656449553
0.0592462311557789,0.9961685823754789,0.9740740740740741,0.9737827715355806,0.9962121212121212,0.9848484848484848,0.9849340866290018,0.970242656449553
0.06417085427135678,0.9961685823754789,0.9777777777777777,0.9774436090225563,0.9962264150943396,0.986717267552182,0.9868173258003766,0.9739463601532568
0.06909547738693467,0.9961685823754789,0.9777777777777777,0.9774436090225563,0.9962264150943396,0.986717267552182,0.9868173258003766,0.9739463601532568
0.07402010050251256,0.9961685823754789,0.9777777777777777,0.9774436090225563,0.9962264150943396,0.986717267552182,0.9868173258003766,0.9739463601532568
0.07894472361809045,0.9961685823754789,0.9814814814814815,0.9811320754716981,0.9962406015037594,0.9885931558935361,0.9887005649717514,0.9776500638569603
0.08386934673366835,0.9961685823754789,0.9814814814814815,0.9811320754716981,0.9962406015037594,0.9885931558935361,0.9887005649717514,0.9776500638569603
0.08879396984924623,0.9961685823754789,0.9814814814814815,0.9811320754716981,0.9962406015037594,0.9885931558935361,0.9887005649717514,0.9776500638569603
0.09371859296482411,0.9961685823754789,0.9814814814814815,0.9811320754716981,0.9962406015037594,0.9885931558935361,0.9887005649717514,0.9776500638569603
0.09864321608040201,0.9961685823754789,0.9814814814814815,0.9811320754716981,0.9962406015037594,0.9885931558935361,0.9887005649717514,0.9776500638569603
0.1035678391959799,0.9961685823754789,0.9814814814814815,0.9811320754716981,0.9962406015037594,0.9885931558935361,0.9887005649717514,0.9776500638569603
0.10849246231155779,0.9961685823754789,0.9814814814814815,0.9811320754716981,0.9962406015037594,0.9885931558935361,0.9887005649717514,0.9776500638569603
0.11341708542713567,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.11834170854271357,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.12326633165829146,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.12819095477386935,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.13311557788944725,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.13804020100502515,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.14296482412060302,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.14788944723618092,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.1528140703517588,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.1577386934673367,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.16266331658291458,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.16758793969849248,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.17251256281407037,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.17743718592964824,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
0.18236180904522614,0.9923371647509579,0.9814814814814815,0.9810606060606061,0.9925093632958801,0.9866666666666667,0.9868173258003766,0.9738186462324394
